U235Pb207,errU235Pb207,Pb208Pb207,errPb208Pb207,Th232U238,errTh232U238,rXY,rXZ,rYZ
3.90945379738696,0.235604451097576,3.87931034482759,0.233841069349168,4.44,0,0.618836228492994,,
0.861309672437092,0.050735486432596,2.82768777614138,0.166134106957036,5.3,0,0.602287691626279,,
3.83592704736996,0.322173740538267,3.58762886597938,0.301184416362682,4.19,0,0.347291551417139,,
1.8553035726038,0.161388034073729,2.44929797191888,0.212757933618413,1.25,0,0.372341362679214,,
1.72431291288122,0.184813793634834,2.73021001615509,0.292480769249674,1.75,0,0.845782724053609,,
0.644639852607145,0.0325366534110569,2.74104683195592,0.137647742394255,6.43,0,0.586859925069138,,
1.92517663146139,0.115546367975192,2.99474605954466,0.179516375830654,3.15,0,0.621477664259375,,
1.26706688984476,0.0860309989854681,2.80780780780781,0.190268361627653,1.68,0,0.600251156689697,,
3.54022070545296,0.212722593648514,6.35379061371841,0.381029819408814,14.97,0,0.659171847628946,,
1.17982865820328,0.0908838281394762,3.85365853658537,0.296833211341969,10.77,0,0.643442925953527,,
3.73730930031407,0.284472096717555,3.24853228962818,0.246896604597217,2.34,0,0.636169766506253,,
5.60366363091696,0.897387896449438,12.1714285714286,1.94930851546469,17.32,0,0.928120266781082,,
0.619798247244262,0.0380208916319777,3.94838709677419,0.240604317773493,26.71,0,0.215569001592971,,
0.429580897266703,0.0205753736460066,2.93532338308458,0.139476392712957,16.04,0,0.571658118998634,,
3.83920178141543,0.332011369986044,18.5111111111111,1.60038021393102,50.7,0,0.517831339983327,,
0.678970070591323,0.0332319511810408,2.81124497991968,0.136657887325548,5.09,0,0.590518678363223,,
0.281053107831995,0.0087212570724099,2.70886075949367,0.0848950218189771,10.51,0,0.594794276667639,,
5.94203165710516,0.532032153466817,6.08108108108108,0.544954712521261,7.21,0,0.713723633162822,,
1.78296200996752,0.134859543907189,4.18848167539267,0.316884458088478,10.02,0,0.851582684556668,,
1.15248416904233,0.0585261101868962,3.79254457050243,0.193939128512241,12.24,0,0.63220838380299,,
